Day,Month,Year,Description,Category,Value,Balance
10,4,2014,Wild Bean Cafe,Eating Out,1,13379
11,4,2014,ASDA,Groceries,65,13314
11,4,2014,Costa Coffee,Eating Out,2,13312
11,4,2014,Chicken Cottage,Eating Out,5,13307
12,4,2014,Pizza Express,Eating Out,26,13281
13,4,2014,Pizza Express,Eating Out,54,13227
14,4,2014,South West Trains,Transport,17,13210
14,4,2014,Starbucks Coffee,Eating Out,2,13208
14,4,2014,Greggs,Eating Out,5,13203
15,4,2014,BRGAS-Electricity,Bills,25,13178
15,4,2014,BRGAS-Gas,Bills,16,13162
15,4,2014,Caffe Nero,Eating Out,1,13161
16,4,2014,LBS Council Tax,Bills,20,13141
16,4,2014,Pret A Manger,Eating Out,5,13136
16,4,2014,ATM Cash Withdrawal,General,20,13116
17,4,2014,ATM Cash Withdrawal,General,20,13096
18,4,2014,Morrisons,Groceries,60,13036
18,4,2014,The West Cornwall Pasty Company,Eating Out,6,13030
18,4,2014,ATM Cash Withdrawal,General,20,13010
19,4,2014,Pizza Express,Eating Out,42,12968
20,4,2014,VIRGIN MEDIA PYMTS,Bills,15,12953
20,4,2014,Dominos Pizza,Eating Out,32,12921
21,4,2014,South West Trains,Transport,18,12903
21,4,2014,Starbucks Coffee,Eating Out,2,12901
22,4,2014,Wild Bean Cafe,Eating Out,2,12899
22,4,2014,Chicken Cottage,Eating Out,5,12894
22,4,2014,ATM Cash Withdrawal,General,10,12884
23,4,2014,Chicken Cottage,Eating Out,5,12879
24,4,2014,O2,Bills,21,12858
24,4,2014,Pret A Manger,Eating Out,8,12850
25,4,2014,Morrisons,Groceries,74,12776
25,4,2014,McDonalds,Eating Out,5,12771
25,4,2014,Fabric Club,Eating Out,12,12759
25,4,2014,Fabric Club,Eating Out,13,12746
25,4,2014,Fabric Club,Eating Out,9,12737
25,4,2014,Fabric Club,Eating Out,16,12721
26,4,2014,Heaven Club,Eating Out,8,12713
26,4,2014,Heaven Club,Eating Out,10,12703
26,4,2014,ATM Cash Withdrawal,General,20,12683
27,4,2014,Tool Shop,,8,12675
28,4,2014,South West Trains,Transport,21,12654
28,4,2014,Costa Coffee,Eating Out,2,12652
30,4,2014,Wild Bean Cafe,Eating Out,1,12651
30,4,2014,Tool Shop,,9,12642
1,5,2014,Rhino Sports salary,General,1600,14242
1,5,2014,Wild Bean Cafe,Eating Out,2,14240
1,5,2014,ATM Cash Withdrawal,General,20,14220
2,5,2014,Sainsburys,Groceries,67,14153
2,5,2014,ATM Cash Withdrawal,General,20,14133
3,5,2014,Heaven Club,Eating Out,7,14126
3,5,2014,Heaven Club,Eating Out,6,14120
3,5,2014,Heaven Club,Eating Out,11,14109
3,5,2014,Heaven Club,Eating Out,6,14103
3,5,2014,Restaurant Gordon RamsayPortland Restaurant,Eating Out,42,14061
4,5,2014,ATM Cash Withdrawal,General,20,14041
5,5,2014,South West Trains,Transport,23,14018
6,5,2014,Wild Bean Cafe,Eating Out,1,14017
6,5,2014,McDonalds,Eating Out,5,14012
7,5,2014,Cubit and West rent,Rent,400,13612
7,5,2014,Caffe Nero,Eating Out,2,13610
7,5,2014,Greggs,Eating Out,5,13605
7,5,2014,ATM Cash Withdrawal,General,20,13585
8,5,2014,Costa Coffee,Eating Out,1,13584
8,5,2014,Pret A Manger,Eating Out,4,13580
9,5,2014,ASDA,Groceries,72,13508
9,5,2014,Costa Coffee,Eating Out,2,13506
9,5,2014,Greggs,Eating Out,7,13499
9,5,2014,ATM Cash Withdrawal,General,20,13479
10,5,2014,Ministry of Sound ClubXOYO Club,Eating Out,12,13467
10,5,2014,Ministry of Sound ClubXOYO Club,Eating Out,9,13458
10,5,2014,ATM Cash Withdrawal,General,20,13438
11,5,2014,Dominos Pizza,Eating Out,48,13390
11,5,2014,Tool Tec,,6,13384
12,5,2014,South West Trains,Transport,18,13366
12,5,2014,Costa Coffee,Eating Out,2,13364
12,5,2014,Chicken Cottage,Eating Out,8,13356
12,5,2014,ATM Cash Withdrawal,General,20,13336
13,5,2014,Caffe Nero,Eating Out,2,13334
14,5,2014,Caffe Nero,Eating Out,2,13332
14,5,2014,Greggs,Eating Out,5,13327
15,5,2014,BRGAS-Electricity,Bills,17,13310
15,5,2014,BRGAS-Gas,Bills,16,13294
15,5,2014,ATM Cash Withdrawal,General,20,13274
16,5,2014,LBS Council Tax,Bills,20,13254
16,5,2014,Sainsburys,Groceries,38,13216
16,5,2014,Starbucks Coffee,Eating Out,2,13214
17,5,2014,ATM Cash Withdrawal,General,20,13194
18,5,2014,Dominos Pizza,Eating Out,43,13151
18,5,2014,ATM Cash Withdrawal,General,10,13141
19,5,2014,South West Trains,Transport,21,13120
19,5,2014,Costa Coffee,Eating Out,2,13118
20,5,2014,VIRGIN MEDIA PYMTS,Bills,19,13099
20,5,2014,Wild Bean Cafe,Eating Out,1,13098
20,5,2014,McDonalds,Eating Out,4,13094
21,5,2014,Costa Coffee,Eating Out,1,13093
21,5,2014,Greggs,Eating Out,8,13085
22,5,2014,Costa Coffee,Eating Out,2,13083
22,5,2014,Chicken Cottage,Eating Out,6,13077
22,5,2014,ATM Cash Withdrawal,General,10,13067
23,5,2014,Waitrose,Groceries,47,13020
23,5,2014,Wild Bean Cafe,Eating Out,1,13019
23,5,2014,Greggs,Eating Out,4,13015
23,5,2014,Scott's Restaurant,Eating Out,33,12982
24,5,2014,O2,Bills,21,12961
25,5,2014,Red Shop,,8,12953
26,5,2014,South West Trains,Transport,16,12937
26,5,2014,Costa Coffee,Eating Out,2,12935
26,5,2014,Subway,Eating Out,7,12928
27,5,2014,Starbucks Coffee,Eating Out,1,12927
27,5,2014,ATM Cash Withdrawal,General,20,12907
28,5,2014,Costa Coffee,Eating Out,2,12905
29,5,2014,ATM Cash Withdrawal,General,20,12885
30,5,2014,Morrisons,Groceries,38,12847
30,5,2014,Starbucks Coffee,Eating Out,1,12846
30,5,2014,Subway,Eating Out,6,12840
30,5,2014,Dominos Pizza,Eating Out,38,12802
1,6,2014,Rhino Sports salary,General,1600,14402
2,6,2014,South West Trains,Transport,17,14385
2,6,2014,Starbucks Coffee,Eating Out,2,14383
2,6,2014,Greggs,Eating Out,7,14376
3,6,2014,Costa Coffee,Eating Out,1,14375
3,6,2014,Subway,Eating Out,4,14371
3,6,2014,ATM Cash Withdrawal,General,10,14361
4,6,2014,Subway,Eating Out,4,14357
5,6,2014,ATM Cash Withdrawal,General,10,14347
6,6,2014,Waitrose,Groceries,47,14300
6,6,2014,Wild Bean Cafe,Eating Out,2,14298
6,6,2014,Anglo restaurant,Eating Out,39,14259
7,6,2014,Cubit and West rent,Rent,400,13859
7,6,2014,Fabric Club,Eating Out,15,13844
7,6,2014,Fabric Club,Eating Out,11,13833
7,6,2014,Fabric Club,Eating Out,7,13826
7,6,2014,Fabric Club,Eating Out,10,13816
7,6,2014,Fabric Club,Eating Out,8,13808
7,6,2014,Fabric Club,Eating Out,11,13797
7,6,2014,ATM Cash Withdrawal,General,20,13777
8,6,2014,Anglo restaurant,Eating Out,34,13743
9,6,2014,South West Trains,Transport,20,13723
9,6,2014,Starbucks Coffee,Eating Out,1,13722
9,6,2014,Greggs,Eating Out,4,13718
10,6,2014,Caffe Nero,Eating Out,1,13717
11,6,2014,Wild Bean Cafe,Eating Out,1,13716
11,6,2014,Tool Shop,,2,13714
12,6,2014,Wild Bean Cafe,Eating Out,1,13713
12,6,2014,ATM Cash Withdrawal,General,10,13703
13,6,2014,Morrisons,Groceries,43,13660
13,6,2014,Caffe Nero,Eating Out,1,13659
13,6,2014,Dominos Pizza,Eating Out,48,13611
14,6,2014,ATM Cash Withdrawal,General,10,13601
15,6,2014,BRGAS-Electricity,Bills,27,13574
15,6,2014,BRGAS-Gas,Bills,23,13551
16,6,2014,LBS Council Tax,Bills,20,13531
16,6,2014,South West Trains,Transport,23,13508
16,6,2014,Chicken Cottage,Eating Out,8,13500
17,6,2014,Pret A Manger,Eating Out,5,13495
18,6,2014,Starbucks Coffee,Eating Out,1,13494
18,6,2014,Pret A Manger,Eating Out,7,13487
19,6,2014,Starbucks Coffee,Eating Out,2,13485
19,6,2014,McDonalds,Eating Out,8,13477
20,6,2014,VIRGIN MEDIA PYMTS,Bills,25,13452
20,6,2014,ASDA,Groceries,59,13393
20,6,2014,Costa Coffee,Eating Out,2,13391
20,6,2014,McDonalds,Eating Out,6,13385
21,6,2014,Red Shop,,1,13384
23,6,2014,South West Trains,Transport,22,13362
23,6,2014,Starbucks Coffee,Eating Out,1,13361
24,6,2014,O2,Bills,21,13340
24,6,2014,Pret A Manger,Eating Out,7,13333
24,6,2014,ATM Cash Withdrawal,General,20,13313
25,6,2014,Caffe Nero,Eating Out,2,13311
26,6,2014,Wild Bean Cafe,Eating Out,2,13309
26,6,2014,Subway,Eating Out,6,13303
26,6,2014,ATM Cash Withdrawal,General,20,13283
26,6,2014,Red Shop,,7,13276
27,6,2014,Tescos,Groceries,50,13226
27,6,2014,Caffe Nero,Eating Out,2,13224
27,6,2014,McDonalds,Eating Out,4,13220
27,6,2014,Anglo restaurant,Eating Out,52,13168
28,6,2014,ATM Cash Withdrawal,General,20,13148
30,6,2014,South West Trains,Transport,20,13128
30,6,2014,Costa Coffee,Eating Out,2,13126
1,7,2014,Rhino Sports salary,General,1600,14726
1,7,2014,Costa Coffee,Eating Out,2,14724
2,7,2014,Wild Bean Cafe,Eating Out,1,14723
2,7,2014,ATM Cash Withdrawal,General,10,14713
4,7,2014,Sainsburys,Groceries,53,14660
4,7,2014,Chicken Cottage,Eating Out,6,14654
4,7,2014,Anglo restaurant,Eating Out,50,14604
4,7,2014,ATM Cash Withdrawal,General,10,14594
7,7,2014,Cubit and West rent,Rent,400,14194
7,7,2014,South West Trains,Transport,16,14178
7,7,2014,Costa Coffee,Eating Out,2,14176
8,7,2014,Caffe Nero,Eating Out,1,14175
8,7,2014,Subway,Eating Out,4,14171
8,7,2014,ATM Cash Withdrawal,General,20,14151
9,7,2014,Costa Coffee,Eating Out,2,14149
9,7,2014,McDonalds,Eating Out,7,14142
9,7,2014,ATM Cash Withdrawal,General,10,14132
10,7,2014,Caffe Nero,Eating Out,1,14131
10,7,2014,Pret A Manger,Eating Out,8,14123
10,7,2014,ATM Cash Withdrawal,General,10,14113
11,7,2014,Waitrose,Groceries,55,14058
11,7,2014,Costa Coffee,Eating Out,2,14056
11,7,2014,McDonalds,Eating Out,5,14051
11,7,2014,Scott's Restaurant,Eating Out,40,14011
14,7,2014,South West Trains,Transport,25,13986
14,7,2014,Caffe Nero,Eating Out,2,13984
14,7,2014,The West Cornwall Pasty Company,Eating Out,8,13976
15,7,2014,BRGAS-Electricity,Bills,17,13959
15,7,2014,BRGAS-Gas,Bills,16,13943
15,7,2014,Starbucks Coffee,Eating Out,2,13941
15,7,2014,McDonalds,Eating Out,6,13935
16,7,2014,LBS Council Tax,Bills,20,13915
16,7,2014,McDonalds,Eating Out,8,13907
17,7,2014,Starbucks Coffee,Eating Out,2,13905
18,7,2014,Waitrose,Groceries,43,13862
18,7,2014,Costa Coffee,Eating Out,2,13860
18,7,2014,ATM Cash Withdrawal,General,20,13840
19,7,2014,Dominos Pizza,Eating Out,44,13796
20,7,2014,VIRGIN MEDIA PYMTS,Bills,21,13775
20,7,2014,Anglo restaurant,Eating Out,37,13738
20,7,2014,ATM Cash Withdrawal,General,10,13728
21,7,2014,South West Trains,Transport,18,13710
21,7,2014,Caffe Nero,Eating Out,2,13708
21,7,2014,Paying back Julie,,6,13702
22,7,2014,Wild Bean Cafe,Eating Out,1,13701
23,7,2014,Costa Coffee,Eating Out,1,13700
23,7,2014,McDonalds,Eating Out,4,13696
24,7,2014,O2,Bills,23,13673
24,7,2014,Caffe Nero,Eating Out,2,13671
24,7,2014,The West Cornwall Pasty Company,Eating Out,8,13663
24,7,2014,ATM Cash Withdrawal,General,10,13653
25,7,2014,Sainsburys,Groceries,69,13584
25,7,2014,Starbucks Coffee,Eating Out,2,13582
25,7,2014,Dominos Pizza,Eating Out,27,13555
26,7,2014,Pizza Express,Eating Out,36,13519
27,7,2014,ATM Cash Withdrawal,General,10,13509
27,7,2014,Red Shop,,1,13508
28,7,2014,South West Trains,Transport,20,13488
28,7,2014,Starbucks Coffee,Eating Out,2,13486
29,7,2014,Costa Coffee,Eating Out,1,13485
30,7,2014,Greggs,Eating Out,4,13481
31,7,2014,Starbucks Coffee,Eating Out,2,13479
31,7,2014,McDonalds,Eating Out,8,13471
1,8,2014,Rhino Sports salary,General,1600,15071
1,8,2014,Sainsburys,Groceries,73,14998
1,8,2014,Caffe Nero,Eating Out,2,14996
1,8,2014,The West Cornwall Pasty Company,Eating Out,8,14988
1,8,2014,ATM Cash Withdrawal,General,20,14968
3,8,2014,ATM Cash Withdrawal,General,20,14948
3,8,2014,Red Shop,,8,14940
4,8,2014,South West Trains,Transport,21,14919
4,8,2014,Wild Bean Cafe,Eating Out,2,14917
4,8,2014,Greggs,Eating Out,8,14909
5,8,2014,Caffe Nero,Eating Out,1,14908
5,8,2014,Chicken Cottage,Eating Out,8,14900
6,8,2014,Wild Bean Cafe,Eating Out,1,14899
6,8,2014,Pret A Manger,Eating Out,5,14894
7,8,2014,Cubit and West rent,Rent,400,14494
7,8,2014,Wild Bean Cafe,Eating Out,1,14493
7,8,2014,Greggs,Eating Out,4,14489
8,8,2014,Morrisons,Groceries,50,14439
8,8,2014,Caffe Nero,Eating Out,2,14437
8,8,2014,Fabric Club,Eating Out,9,14428
8,8,2014,Pizza Express,Eating Out,52,14376
8,8,2014,ATM Cash Withdrawal,General,20,14356
9,8,2014,ATM Cash Withdrawal,General,10,14346
11,8,2014,South West Trains,Transport,18,14328
11,8,2014,Costa Coffee,Eating Out,2,14326
12,8,2014,Starbucks Coffee,Eating Out,2,14324
12,8,2014,Chicken Cottage,Eating Out,5,14319
12,8,2014,ATM Cash Withdrawal,General,20,14299
13,8,2014,Pret A Manger,Eating Out,4,14295
14,8,2014,Starbucks Coffee,Eating Out,1,14294
14,8,2014,Pret A Manger,Eating Out,5,14289
15,8,2014,BRGAS-Electricity,Bills,17,14272
15,8,2014,BRGAS-Gas,Bills,24,14248
15,8,2014,Sainsburys,Groceries,66,14182
15,8,2014,Caffe Nero,Eating Out,1,14181
15,8,2014,Subway,Eating Out,8,14173
16,8,2014,LBS Council Tax,Bills,20,14153
17,8,2014,Tool Tec,,5,14148
18,8,2014,South West Trains,Transport,19,14129
18,8,2014,Wild Bean Cafe,Eating Out,2,14127
18,8,2014,Greggs,Eating Out,8,14119
19,8,2014,Starbucks Coffee,Eating Out,1,14118
19,8,2014,Pret A Manger,Eating Out,7,14111
20,8,2014,VIRGIN MEDIA PYMTS,Bills,18,14093
20,8,2014,Caffe Nero,Eating Out,2,14091
21,8,2014,McDonalds,Eating Out,5,14086
22,8,2014,Waitrose,Groceries,40,14046
22,8,2014,The West Cornwall Pasty Company,Eating Out,7,14039
22,8,2014,ATM Cash Withdrawal,General,10,14029
23,8,2014,Ministry of Sound ClubXOYO Club,Eating Out,7,14022
23,8,2014,Ministry of Sound ClubXOYO Club,Eating Out,16,14006
23,8,2014,Dominos Pizza,Eating Out,41,13965
24,8,2014,O2,Bills,24,13941
25,8,2014,South West Trains,Transport,19,13922
25,8,2014,Wild Bean Cafe,Eating Out,2,13920
25,8,2014,Chicken Cottage,Eating Out,8,13912
25,8,2014,ATM Cash Withdrawal,General,10,13902
25,8,2014,Cheam Service Station,,4,13898
26,8,2014,Wild Bean Cafe,Eating Out,2,13896
27,8,2014,Caffe Nero,Eating Out,2,13894
27,8,2014,McDonalds,Eating Out,6,13888
28,8,2014,Starbucks Coffee,Eating Out,2,13886
28,8,2014,Subway,Eating Out,6,13880
29,8,2014,ASDA,Groceries,72,13808
29,8,2014,Wild Bean Cafe,Eating Out,2,13806
1,9,2014,Rhino Sports salary,General,1600,15406
1,9,2014,South West Trains,Transport,20,15386
1,9,2014,Pret A Manger,Eating Out,8,15378
2,9,2014,Caffe Nero,Eating Out,2,15376
3,9,2014,Wild Bean Cafe,Eating Out,2,15374
3,9,2014,The West Cornwall Pasty Company,Eating Out,7,15367
4,9,2014,Starbucks Coffee,Eating Out,2,15365
4,9,2014,Pret A Manger,Eating Out,5,15360
4,9,2014,Cheam Service Station,,8,15352
5,9,2014,Morrisons,Groceries,44,15308
5,9,2014,Greggs,Eating Out,5,15303
5,9,2014,ATM Cash Withdrawal,General,20,15283
6,9,2014,Dominos Pizza,Eating Out,55,15228
7,9,2014,Cubit and West rent,Rent,400,14828
7,9,2014,ATM Cash Withdrawal,General,20,14808
8,9,2014,South West Trains,Transport,21,14787
8,9,2014,Starbucks Coffee,Eating Out,1,14786
9,9,2014,Chicken Cottage,Eating Out,6,14780
10,9,2014,Costa Coffee,Eating Out,1,14779
10,9,2014,The West Cornwall Pasty Company,Eating Out,8,14771
11,9,2014,Caffe Nero,Eating Out,1,14770
11,9,2014,Civic Shop,,9,14761
12,9,2014,Waitrose,Groceries,44,14717
12,9,2014,Starbucks Coffee,Eating Out,2,14715
12,9,2014,Greggs,Eating Out,6,14709
12,9,2014,Scott's Restaurant,Eating Out,58,14651
12,9,2014,ATM Cash Withdrawal,General,20,14631
13,9,2014,Fabric Club,Eating Out,16,14615
13,9,2014,Fabric Club,Eating Out,15,14600
13,9,2014,Fabric Club,Eating Out,15,14585
13,9,2014,Fabric Club,Eating Out,14,14571
13,9,2014,Anglo restaurant,Eating Out,29,14542
13,9,2014,ATM Cash Withdrawal,General,20,14522
14,9,2014,Restaurant Gordon RamsayPortland Restaurant,Eating Out,32,14490
15,9,2014,BRGAS-Electricity,Bills,21,14469
15,9,2014,BRGAS-Gas,Bills,16,14453
15,9,2014,South West Trains,Transport,21,14432
15,9,2014,Caffe Nero,Eating Out,1,14431
16,9,2014,LBS Council Tax,Bills,20,14411
16,9,2014,Costa Coffee,Eating Out,1,14410
17,9,2014,Starbucks Coffee,Eating Out,2,14408
17,9,2014,McDonalds,Eating Out,7,14401
18,9,2014,Subway,Eating Out,8,14393
19,9,2014,Morrisons,Groceries,47,14346
19,9,2014,Wild Bean Cafe,Eating Out,2,14344
19,9,2014,Chicken Cottage,Eating Out,6,14338
19,9,2014,Ministry of Sound ClubXOYO Club,Eating Out,5,14333
19,9,2014,Ministry of Sound ClubXOYO Club,Eating Out,11,14322
19,9,2014,Ministry of Sound ClubXOYO Club,Eating Out,14,14308
19,9,2014,Ministry of Sound ClubXOYO Club,Eating Out,16,14292
19,9,2014,ATM Cash Withdrawal,General,20,14272
20,9,2014,VIRGIN MEDIA PYMTS,Bills,28,14244
20,9,2014,Pizza Express,Eating Out,47,14197
20,9,2014,ATM Cash Withdrawal,General,20,14177
22,9,2014,South West Trains,Transport,25,14152
22,9,2014,Starbucks Coffee,Eating Out,2,14150
22,9,2014,Greggs,Eating Out,7,14143
22,9,2014,Tool Tec,,3,14140
23,9,2014,Wild Bean Cafe,Eating Out,2,14138
23,9,2014,Greggs,Eating Out,6,14132
24,9,2014,O2,Bills,24,14108
24,9,2014,Pret A Manger,Eating Out,6,14102
25,9,2014,Costa Coffee,Eating Out,1,14101
25,9,2014,Greggs,Eating Out,4,14097
26,9,2014,Tescos,Groceries,69,14028
26,9,2014,Caffe Nero,Eating Out,2,14026
26,9,2014,McDonalds,Eating Out,8,14018
27,9,2014,Red Shop,,6,14012
28,9,2014,Red Shop,,5,14007
29,9,2014,South West Trains,Transport,22,13985
29,9,2014,Subway,Eating Out,8,13977
29,9,2014,ATM Cash Withdrawal,General,20,13957
30,9,2014,Starbucks Coffee,Eating Out,2,13955
30,9,2014,Chicken Cottage,Eating Out,6,13949
1,10,2014,Rhino Sports salary,General,1600,15549
1,10,2014,Costa Coffee,Eating Out,1,15548
2,10,2014,Wild Bean Cafe,Eating Out,2,15546
2,10,2014,ATM Cash Withdrawal,General,10,15536
3,10,2014,Sainsburys,Groceries,73,15463
4,10,2014,Restaurant Gordon RamsayPortland Restaurant,Eating Out,59,15404
5,10,2014,Anglo restaurant,Eating Out,43,15361
6,10,2014,South West Trains,Transport,23,15338
6,10,2014,Starbucks Coffee,Eating Out,2,15336
7,10,2014,Cubit and West rent,Rent,400,14936
7,10,2014,Caffe Nero,Eating Out,2,14934
7,10,2014,Chicken Cottage,Eating Out,6,14928
8,10,2014,Wild Bean Cafe,Eating Out,2,14926
8,10,2014,Subway,Eating Out,8,14918
8,10,2014,ATM Cash Withdrawal,General,10,14908
9,10,2014,Caffe Nero,Eating Out,2,14906
9,10,2014,Subway,Eating Out,5,14901
10,10,2014,Tescos,Groceries,72,14829
10,10,2014,Starbucks Coffee,Eating Out,2,14827
10,10,2014,Pizza Express,Eating Out,39,14788
11,10,2014,Dominos Pizza,Eating Out,38,14750
11,10,2014,ATM Cash Withdrawal,General,10,14740
11,10,2014,Paying back James,,4,14736
12,10,2014,Dominos Pizza,Eating Out,34,14702
12,10,2014,ATM Cash Withdrawal,General,20,14682
13,10,2014,South West Trains,Transport,22,14660
13,10,2014,McDonalds,Eating Out,5,14655
14,10,2014,Wild Bean Cafe,Eating Out,2,14653
14,10,2014,Greggs,Eating Out,8,14645
15,10,2014,BRGAS-Electricity,Bills,26,14619
15,10,2014,BRGAS-Gas,Bills,16,14603
15,10,2014,Starbucks Coffee,Eating Out,2,14601
16,10,2014,LBS Council Tax,Bills,20,14581
16,10,2014,Costa Coffee,Eating Out,2,14579
16,10,2014,The West Cornwall Pasty Company,Eating Out,5,14574
17,10,2014,Waitrose,Groceries,47,14527
17,10,2014,Costa Coffee,Eating Out,2,14525
17,10,2014,The West Cornwall Pasty Company,Eating Out,7,14518
18,10,2014,ATM Cash Withdrawal,General,10,14508
19,10,2014,Tool Shop,,4,14504
20,10,2014,VIRGIN MEDIA PYMTS,Bills,28,14476
20,10,2014,South West Trains,Transport,19,14457
21,10,2014,Subway,Eating Out,7,14450
21,10,2014,ATM Cash Withdrawal,General,10,14440
22,10,2014,Pret A Manger,Eating Out,5,14435
23,10,2014,Pret A Manger,Eating Out,6,14429
24,10,2014,O2,Bills,22,14407
24,10,2014,Waitrose,Groceries,51,14356
24,10,2014,Wild Bean Cafe,Eating Out,1,14355
24,10,2014,The West Cornwall Pasty Company,Eating Out,5,14350
27,10,2014,South West Trains,Transport,16,14334
27,10,2014,Pret A Manger,Eating Out,5,14329
28,10,2014,Costa Coffee,Eating Out,2,14327
28,10,2014,ATM Cash Withdrawal,General,10,14317
29,10,2014,Caffe Nero,Eating Out,2,14315
29,10,2014,Chicken Cottage,Eating Out,7,14308
30,10,2014,Caffe Nero,Eating Out,1,14307
31,10,2014,ASDA,Groceries,69,14238
31,10,2014,Caffe Nero,Eating Out,2,14236
31,10,2014,ATM Cash Withdrawal,General,10,14226
1,11,2014,Rhino Sports salary,General,1600,15826
1,11,2014,Anglo restaurant,Eating Out,27,15799
3,11,2014,South West Trains,Transport,17,15782
3,11,2014,Costa Coffee,Eating Out,1,15781
3,11,2014,McDonalds,Eating Out,8,15773
4,11,2014,Wild Bean Cafe,Eating Out,1,15772
4,11,2014,ATM Cash Withdrawal,General,10,15762
5,11,2014,Starbucks Coffee,Eating Out,1,15761
5,11,2014,McDonalds,Eating Out,6,15755
6,11,2014,Caffe Nero,Eating Out,2,15753
6,11,2014,Greggs,Eating Out,4,15749
6,11,2014,ATM Cash Withdrawal,General,20,15729
7,11,2014,Cubit and West rent,Rent,400,15329
7,11,2014,Sainsburys,Groceries,64,15265
7,11,2014,Starbucks Coffee,Eating Out,1,15264
7,11,2014,Pizza Express,Eating Out,43,15221
7,11,2014,Tool Tec,,2,15219
10,11,2014,South West Trains,Transport,22,15197
10,11,2014,Wild Bean Cafe,Eating Out,1,15196
10,11,2014,Chicken Cottage,Eating Out,7,15189
11,11,2014,Caffe Nero,Eating Out,2,15187
11,11,2014,Chicken Cottage,Eating Out,7,15180
12,11,2014,Costa Coffee,Eating Out,2,15178
12,11,2014,Pret A Manger,Eating Out,6,15172
12,11,2014,Red Shop,,3,15169
13,11,2014,Chicken Cottage,Eating Out,5,15164
14,11,2014,Sainsburys,Groceries,47,15117
14,11,2014,Costa Coffee,Eating Out,2,15115
14,11,2014,The West Cornwall Pasty Company,Eating Out,5,15110
14,11,2014,Anglo restaurant,Eating Out,48,15062
15,11,2014,BRGAS-Electricity,Bills,51,15011
15,11,2014,BRGAS-Gas,Bills,39,14972
15,11,2014,Fabric Club,Eating Out,16,14956
15,11,2014,Fabric Club,Eating Out,6,14950
15,11,2014,Fabric Club,Eating Out,11,14939
15,11,2014,Fabric Club,Eating Out,8,14931
15,11,2014,Fabric Club,Eating Out,14,14917
16,11,2014,LBS Council Tax,Bills,20,14897
16,11,2014,Civic Shop,,7,14890
17,11,2014,South West Trains,Transport,21,14869
17,11,2014,Wild Bean Cafe,Eating Out,1,14868
17,11,2014,ATM Cash Withdrawal,General,20,14848
18,11,2014,Caffe Nero,Eating Out,2,14846
18,11,2014,The West Cornwall Pasty Company,Eating Out,4,14842
18,11,2014,Paying back James,,7,14835
19,11,2014,Caffe Nero,Eating Out,2,14833
19,11,2014,McDonalds,Eating Out,6,14827
19,11,2014,Tool Tec,,4,14823
20,11,2014,VIRGIN MEDIA PYMTS,Bills,14,14809
20,11,2014,Starbucks Coffee,Eating Out,2,14807
20,11,2014,Chicken Cottage,Eating Out,4,14803
21,11,2014,Waitrose,Groceries,69,14734
21,11,2014,Costa Coffee,Eating Out,2,14732
21,11,2014,McDonalds,Eating Out,4,14728
22,11,2014,Scott's Restaurant,Eating Out,24,14704
23,11,2014,Anglo restaurant,Eating Out,52,14652
24,11,2014,O2,Bills,21,14631
24,11,2014,South West Trains,Transport,22,14609
24,11,2014,Wild Bean Cafe,Eating Out,1,14608
25,11,2014,Greggs,Eating Out,8,14600
25,11,2014,ATM Cash Withdrawal,General,10,14590
26,11,2014,Wild Bean Cafe,Eating Out,2,14588
26,11,2014,McDonalds,Eating Out,6,14582
26,11,2014,Cheam Service Station,,2,14580
27,11,2014,Caffe Nero,Eating Out,2,14578
28,11,2014,ASDA,Groceries,66,14512
28,11,2014,The West Cornwall Pasty Company,Eating Out,8,14504
29,11,2014,Fabric Club,Eating Out,5,14499
29,11,2014,Fabric Club,Eating Out,12,14487
29,11,2014,Fabric Club,Eating Out,9,14478
29,11,2014,Fabric Club,Eating Out,5,14473
29,11,2014,Fabric Club,Eating Out,12,14461
29,11,2014,Fabric Club,Eating Out,14,14447
30,11,2014,Anglo restaurant,Eating Out,36,14411
30,11,2014,Paying back James,,1,14410
1,12,2014,Rhino Sports salary,General,1600,16010
1,12,2014,South West Trains,Transport,22,15988
1,12,2014,Caffe Nero,Eating Out,2,15986
1,12,2014,Pret A Manger,Eating Out,8,15978
2,12,2014,Chicken Cottage,Eating Out,5,15973
2,12,2014,ATM Cash Withdrawal,General,20,15953
4,12,2014,Wild Bean Cafe,Eating Out,2,15951
4,12,2014,Pret A Manger,Eating Out,6,15945
5,12,2014,Waitrose,Groceries,56,15889
5,12,2014,Wild Bean Cafe,Eating Out,2,15887
5,12,2014,Greggs,Eating Out,8,15879
5,12,2014,Restaurant Gordon RamsayPortland Restaurant,Eating Out,42,15837
5,12,2014,ATM Cash Withdrawal,General,20,15817
5,12,2014,Civic Shop,,6,15811
6,12,2014,Fabric Club,Eating Out,5,15806
6,12,2014,Fabric Club,Eating Out,15,15791
6,12,2014,Fabric Club,Eating Out,9,15782
7,12,2014,Cubit and West rent,Rent,400,15382
8,12,2014,South West Trains,Transport,20,15362
8,12,2014,Wild Bean Cafe,Eating Out,2,15360
9,12,2014,Chicken Cottage,Eating Out,8,15352
9,12,2014,ATM Cash Withdrawal,General,20,15332
10,12,2014,Chicken Cottage,Eating Out,5,15327
11,12,2014,Costa Coffee,Eating Out,2,15325
